emp_no,first_name,last_name,dept_info
80070,Mana,Thisen,"(80070,Mana,Thisen,Sales)"
80198,Yefim,Anger,"(80198,Yefim,Anger,Sales)"
80224,Reinhard,Zaiane,"(80224,Reinhard,Zaiane,Sales)"
80258,Hirochika,Hiyoshi,"(80258,Hirochika,Hiyoshi,Sales)"
80270,Fen,Jonsson,"(80270,Fen,Jonsson,Sales)"
80332,Behnaam,Masand,"(80332,Behnaam,Masand,Sales)"
80429,Prodip,Suermann,"(80429,Prodip,Suermann,Sales)"
80466,Takahiro,Bala,"(80466,Takahiro,Bala,Sales)"
80620,Filipe,Gischer,"(80620,Filipe,Gischer,Sales)"
80665,Angel,Angot,"(80665,Angel,Angot,Sales)"
80744,Badri,Bauknecht,"(80744,Badri,Bauknecht,Sales)"
80801,Bluma,Ambroszkiewicz,"(80801,Bluma,Ambroszkiewicz,Sales)"
80838,Cheong,Ruemmler,"(80838,Cheong,Ruemmler,Sales)"
80862,Serenella,Improta,"(80862,Serenella,Improta,Sales)"
80873,Marsal,Nishimukai,"(80873,Marsal,Nishimukai,Sales)"
80937,Chikako,Jiang,"(80937,Chikako,Jiang,Sales)"
80991,Marco,Schreiter,"(80991,Marco,Schreiter,Sales)"
81007,Mototsugu,Rande,"(81007,Mototsugu,Rande,Sales)"
81035,Hsiangchu,Boreale,"(81035,Hsiangchu,Boreale,Sales)"
81052,Ziya,Levergood,"(81052,Ziya,Levergood,Sales)"
81189,Serge,Broomell,"(81189,Serge,Broomell,Sales)"
81201,Werner,Knightly,"(81201,Werner,Knightly,Sales)"
81303,Ghassan,Berstel,"(81303,Ghassan,Berstel,Sales)"
81338,Xiaoqiang,Erol,"(81338,Xiaoqiang,Erol,Sales)"
81340,Baocai,Poehlman,"(81340,Baocai,Poehlman,Sales)"
81358,Premal,Quadeer,"(81358,Premal,Quadeer,Sales)"
81408,Atreye,Picaronny,"(81408,Atreye,Picaronny,Sales)"
81412,Zhenhua,Menyhert,"(81412,Zhenhua,Menyhert,Sales)"
81510,Mamdouh,Penttonen,"(81510,Mamdouh,Penttonen,Sales)"
81517,Xiong,Reutenauer,"(81517,Xiong,Reutenauer,Sales)"
81527,Arnd,Bouloucos,"(81527,Arnd,Bouloucos,Sales)"
81592,Monique,Rehfuss,"(81592,Monique,Rehfuss,Sales)"
81603,Suzette,Zuberek,"(81603,Suzette,Zuberek,Sales)"
81717,Toney,Anguita,"(81717,Toney,Anguita,Sales)"
81730,Sergi,DuBourdieux,"(81730,Sergi,DuBourdieux,Sales)"
81849,Debatosh,Bednarek,"(81849,Debatosh,Bednarek,Sales)"
81973,Shigenori,Panienski,"(81973,Shigenori,Panienski,Sales)"
81988,Lene,Pews,"(81988,Lene,Pews,Sales)"
81998,Mari,Iwayama,"(81998,Mari,Iwayama,Sales)"
82027,Henk,Ellozy,"(82027,Henk,Ellozy,Sales)"
82052,Lidong,Rahier,"(82052,Lidong,Rahier,Sales)"
82107,Gunilla,Heping,"(82107,Gunilla,Heping,Sales)"
82110,Vugranam,Gecsel,"(82110,Vugranam,Gecsel,Sales)"
82145,Zhongwei,Pagter,"(82145,Zhongwei,Pagter,Sales)"
82263,Vishv,Haumacher,"(82263,Vishv,Haumacher,Sales)"
82278,Tomokazu,Murillo,"(82278,Tomokazu,Murillo,Sales)"
82309,Hideyuki,Ramsak,"(82309,Hideyuki,Ramsak,Sales)"
82324,Ashish,Knightly,"(82324,Ashish,Knightly,Sales)"
82367,Miyeon,Halloran,"(82367,Miyeon,Halloran,Sales)"
82371,Frederique,Erev,"(82371,Frederique,Erev,Sales)"
82385,Sanjai,Biran,"(82385,Sanjai,Biran,Sales)"
82391,Mayuko,McAffer,"(82391,Mayuko,McAffer,Sales)"
82397,Mart,Peris,"(82397,Mart,Peris,Sales)"
82573,Genevieve,Berendt,"(82573,Genevieve,Berendt,Sales)"
82668,Feipei,Menhardt,"(82668,Feipei,Menhardt,Sales)"
82761,Mabry,Underwood,"(82761,Mabry,Underwood,Sales)"
82875,Domenick,Terekhov,"(82875,Domenick,Terekhov,Sales)"
82970,Qiwen,Servieres,"(82970,Qiwen,Servieres,Sales)"
83057,Niteen,Passafiume,"(83057,Niteen,Passafiume,Sales)"
83194,Vidar,Bridgland,"(83194,Vidar,Bridgland,Sales)"
83468,Charlene,Beilner,"(83468,Charlene,Beilner,Sales)"
83574,Gonzalo,Masamoto,"(83574,Gonzalo,Masamoto,Sales)"
83730,Dharmaraja,Lorie,"(83730,Dharmaraja,Lorie,Sales)"
83768,Mark,Ariola,"(83768,Mark,Ariola,Sales)"
83778,Premsyl,Nitto,"(83778,Premsyl,Nitto,Sales)"
83787,Xuejia,Lanzelotte,"(83787,Xuejia,Lanzelotte,Sales)"
83797,Kazuhisa,Fontan,"(83797,Kazuhisa,Fontan,Sales)"
83808,Danel,Setiz,"(83808,Danel,Setiz,Sales)"
83829,Cristinel,Zielinski,"(83829,Cristinel,Zielinski,Sales)"
83850,Mooi,Bugaenko,"(83850,Mooi,Bugaenko,Sales)"
83977,Masali,Yetim,"(83977,Masali,Yetim,Sales)"
84051,Kirk,Taubman,"(84051,Kirk,Taubman,Sales)"
84098,Shalesh,Merle,"(84098,Shalesh,Merle,Sales)"
84219,DeForest,Vuskovic,"(84219,DeForest,Vuskovic,Sales)"
84263,Jackson,Henseler,"(84263,Jackson,Henseler,Sales)"
84331,Ziyad,Rousseau,"(84331,Ziyad,Rousseau,Sales)"
84340,Moriyoshi,Granlund,"(84340,Moriyoshi,Granlund,Sales)"
84370,Fei,Reghbati,"(84370,Fei,Reghbati,Sales)"
84629,Heon,Kaltofen,"(84629,Heon,Kaltofen,Sales)"
84662,Sanjeeva,Kalafatis,"(84662,Sanjeeva,Kalafatis,Sales)"
84672,Mihalis,Lamparter,"(84672,Mihalis,Lamparter,Sales)"
84720,Akemi,Champarnaud,"(84720,Akemi,Champarnaud,Sales)"
84747,Yoshinari,Felcyn,"(84747,Yoshinari,Felcyn,Sales)"
84821,Magy,Vieri,"(84821,Magy,Vieri,Sales)"
84883,Vishv,Khalil,"(84883,Vishv,Khalil,Sales)"
84901,Lucien,Peak,"(84901,Lucien,Peak,Sales)"
84907,Miomir,Smailagic,"(84907,Miomir,Smailagic,Sales)"
84999,Turgut,Koblitz,"(84999,Turgut,Koblitz,Sales)"
85017,Falguni,Swiler,"(85017,Falguni,Swiler,Sales)"
85028,Ebru,Heydon,"(85028,Ebru,Heydon,Sales)"
85079,Shan,Wossner,"(85079,Shan,Wossner,Sales)"
85111,Sastry,Kavraki,"(85111,Sastry,Kavraki,Sales)"
85204,Moni,Silva,"(85204,Moni,Silva,Sales)"
85215,Along,Detkin,"(85215,Along,Detkin,Sales)"
85230,Gal,Demke,"(85230,Gal,Demke,Sales)"
85267,Masaru,Winter,"(85267,Masaru,Winter,Sales)"
85371,Suebskul,Lanphier,"(85371,Suebskul,Lanphier,Sales)"
85406,Serap,Matzke,"(85406,Serap,Matzke,Sales)"
85489,Adas,Zwicker,"(85489,Adas,Zwicker,Sales)"
85537,Tzu,Bernatsky,"(85537,Tzu,Bernatsky,Sales)"
85621,Steen,Peha,"(85621,Steen,Peha,Sales)"
85641,Breannda,Buescher,"(85641,Breannda,Buescher,Sales)"
85647,Kristian,Waymire,"(85647,Kristian,Waymire,Sales)"
85696,Wuxu,Mitzlaff,"(85696,Wuxu,Mitzlaff,Sales)"
85719,Satosi,Rosti,"(85719,Satosi,Rosti,Sales)"
85743,Ramalingam,Wissmann,"(85743,Ramalingam,Wissmann,Sales)"
85755,Aloys,Ozeri,"(85755,Aloys,Ozeri,Sales)"
85776,Dante,Reutenauer,"(85776,Dante,Reutenauer,Sales)"
85784,Nechama,Cronau,"(85784,Nechama,Cronau,Sales)"
85796,Honglan,Boissier,"(85796,Honglan,Boissier,Sales)"
85825,Hongzhu,Zedlitz,"(85825,Hongzhu,Zedlitz,Sales)"
85827,Basant,Schach,"(85827,Basant,Schach,Sales)"
85866,Dinkar,Baek,"(85866,Dinkar,Baek,Sales)"
85901,Tommaso,Hagimont,"(85901,Tommaso,Hagimont,Sales)"
85939,Xinyu,Schlegelmilch,"(85939,Xinyu,Schlegelmilch,Sales)"
85988,Aiichiro,Brlek,"(85988,Aiichiro,Brlek,Sales)"
86037,Khaled,Badache,"(86037,Khaled,Badache,Sales)"
86071,Premsyl,Kavvadias,"(86071,Premsyl,Kavvadias,Sales)"
86252,Mahendra,Selenyi,"(86252,Mahendra,Selenyi,Sales)"
86269,Kristinn,Swift,"(86269,Kristinn,Swift,Sales)"
86351,Jackson,Staylopatis,"(86351,Jackson,Staylopatis,Sales)"
86395,Duke,Grospietsch,"(86395,Duke,Grospietsch,Sales)"
86608,Honglan,Shigei,"(86608,Honglan,Shigei,Sales)"
86612,Yuchang,McAffer,"(86612,Yuchang,McAffer,Sales)"
86626,Sashi,Polajnar,"(86626,Sashi,Polajnar,Sales)"
86654,Jeane,Taubenfeld,"(86654,Jeane,Taubenfeld,Sales)"
86754,Guadalupe,Vigier,"(86754,Guadalupe,Vigier,Sales)"
86776,Palash,Danecki,"(86776,Palash,Danecki,Sales)"
86788,Golgen,Saoudi,"(86788,Golgen,Saoudi,Sales)"
86831,KayLiang,Nanard,"(86831,KayLiang,Nanard,Sales)"
86853,Dhritiman,Giveon,"(86853,Dhritiman,Giveon,Sales)"
86948,Rosita,Swan,"(86948,Rosita,Swan,Sales)"
87001,Sanjit,Maquelin,"(87001,Sanjit,Maquelin,Sales)"
87030,Shmuel,Prenel,"(87030,Shmuel,Prenel,Sales)"
87059,Girolamo,Leuchs,"(87059,Girolamo,Leuchs,Sales)"
87060,Willard,Birdsall,"(87060,Willard,Birdsall,Sales)"
87115,Charlene,Zyda,"(87115,Charlene,Zyda,Sales)"
87137,Aluzio,Tsunoo,"(87137,Aluzio,Tsunoo,Sales)"
87161,Ennio,Sudkamp,"(87161,Ennio,Sudkamp,Sales)"
87202,Hatem,Coors,"(87202,Hatem,Coors,Sales)"
87234,Boriana,Mungall,"(87234,Boriana,Mungall,Sales)"
87246,Boaz,Melichar,"(87246,Boaz,Melichar,Sales)"
87274,Hilari,Gide,"(87274,Hilari,Gide,Sales)"
87372,Maren,Stellhorn,"(87372,Maren,Stellhorn,Sales)"
87374,Sampalli,Maraist,"(87374,Sampalli,Maraist,Sales)"
87526,Turgut,Lanphier,"(87526,Turgut,Lanphier,Sales)"
87697,Sanjoy,Luit,"(87697,Sanjoy,Luit,Sales)"
87751,Lakshmi,Frolund,"(87751,Lakshmi,Frolund,Sales)"
87806,Khatoun,Shokrollahi,"(87806,Khatoun,Shokrollahi,Sales)"
87851,Aloys,Asser,"(87851,Aloys,Asser,Sales)"
87852,Nikolaos,Pokrovskii,"(87852,Nikolaos,Pokrovskii,Sales)"
87869,Alassane,Luit,"(87869,Alassane,Luit,Sales)"
87992,Moriyoshi,Iivonen,"(87992,Moriyoshi,Iivonen,Sales)"
88010,Prodip,Ventosa,"(88010,Prodip,Ventosa,Sales)"
88032,Urs,Serra,"(88032,Urs,Serra,Sales)"
88080,Mack,Heuser,"(88080,Mack,Heuser,Sales)"
88190,Lech,Radivojevic,"(88190,Lech,Radivojevic,Sales)"
88247,Marjo,Fasbender,"(88247,Marjo,Fasbender,Sales)"
88269,Demin,Kaelbling,"(88269,Demin,Kaelbling,Sales)"
88340,Gad,Fiutem,"(88340,Gad,Fiutem,Sales)"
88354,Lijia,Jiafu,"(88354,Lijia,Jiafu,Sales)"
88401,Evgueni,Eiter,"(88401,Evgueni,Eiter,Sales)"
88408,Rasiah,Skrikant,"(88408,Rasiah,Skrikant,Sales)"
88544,Yannik,Gilg,"(88544,Yannik,Gilg,Sales)"
88600,Bernd,Ranze,"(88600,Bernd,Ranze,Sales)"
88754,Garnet,Thorensen,"(88754,Garnet,Thorensen,Sales)"
88776,Bedir,Kaiser,"(88776,Bedir,Kaiser,Sales)"
88806,Laurentiu,Ernst,"(88806,Laurentiu,Ernst,Sales)"
88938,Rosine,Detkin,"(88938,Rosine,Detkin,Sales)"
88975,Miomir,Baak,"(88975,Miomir,Baak,Sales)"
89022,Atilio,Orlowski,"(89022,Atilio,Orlowski,Sales)"
89026,Rafols,Siprelle,"(89026,Rafols,Siprelle,Sales)"
89051,Demos,Ritzmann,"(89051,Demos,Ritzmann,Sales)"
89074,Dmitry,Chandrasekhar,"(89074,Dmitry,Chandrasekhar,Sales)"
89154,Dietrich,Isaak,"(89154,Dietrich,Isaak,Sales)"
89179,Weijing,Kranzdorf,"(89179,Weijing,Kranzdorf,Sales)"
89265,Munir,Gopalakrishnan,"(89265,Munir,Gopalakrishnan,Sales)"
89275,Menkae,Jonsson,"(89275,Menkae,Jonsson,Sales)"
89381,Paraskevi,Anily,"(89381,Paraskevi,Anily,Sales)"
89425,Chandrasekaran,Baba,"(89425,Chandrasekaran,Baba,Sales)"
89480,Palash,Angelov,"(89480,Palash,Angelov,Sales)"
89567,Kankanahalli,Masand,"(89567,Kankanahalli,Masand,Sales)"
89573,Ute,Varley,"(89573,Ute,Varley,Sales)"
89640,Sreekrishna,Muhling,"(89640,Sreekrishna,Muhling,Sales)"
89760,Mandell,Ducloy,"(89760,Mandell,Ducloy,Sales)"
89776,Seongbae,Remmers,"(89776,Seongbae,Remmers,Sales)"
89825,Ingmar,Isard,"(89825,Ingmar,Isard,Sales)"
89887,Zhonghui,Munro,"(89887,Zhonghui,Munro,Sales)"
90052,Gill,Cangellaris,"(90052,Gill,Cangellaris,Sales)"
90122,Taisook,Halevi,"(90122,Taisook,Halevi,Sales)"
90329,Palash,Renear,"(90329,Palash,Renear,Sales)"
90390,Marko,Kadhim,"(90390,Marko,Kadhim,Sales)"
90428,Niranjan,Braunschweig,"(90428,Niranjan,Braunschweig,Sales)"
90519,Syozo,Rodite,"(90519,Syozo,Rodite,Sales)"
90637,Kauko,Kusakabe,"(90637,Kauko,Kusakabe,Sales)"
90714,Boriana,Manderick,"(90714,Boriana,Manderick,Sales)"
90749,Martins,Vesna,"(90749,Martins,Vesna,Sales)"
90776,Bouchung,Skrikant,"(90776,Bouchung,Skrikant,Sales)"
90812,Marie,Thibadeau,"(90812,Marie,Thibadeau,Sales)"
90857,Kish,Thisen,"(90857,Kish,Thisen,Sales)"
90862,Masadi,Billingsley,"(90862,Masadi,Billingsley,Sales)"
90880,Prodip,Einsfeld,"(90880,Prodip,Einsfeld,Sales)"
90931,Sadun,Rousseau,"(90931,Sadun,Rousseau,Sales)"
90936,Xinglin,Yavatkar,"(90936,Xinglin,Yavatkar,Sales)"
91058,Weijing,Litzkow,"(91058,Weijing,Litzkow,Sales)"
91080,Parviz,Skogmar,"(91080,Parviz,Skogmar,Sales)"
91093,Josyula,Luders,"(91093,Josyula,Luders,Sales)"
91113,Goncalo,Begiun,"(91113,Goncalo,Begiun,Sales)"
91139,Gererd,Quittner,"(91139,Gererd,Quittner,Sales)"
91150,Kwee,Schaad,"(91150,Kwee,Schaad,Sales)"
91187,Shigehito,Falby,"(91187,Shigehito,Falby,Sales)"
91225,Pranjal,Mamelak,"(91225,Pranjal,Mamelak,Sales)"
91265,Somnath,Ohori,"(91265,Somnath,Ohori,Sales)"
91310,Gaurav,Kakkad,"(91310,Gaurav,Kakkad,Sales)"
91325,Phillip,Beutelspacher,"(91325,Phillip,Beutelspacher,Sales)"
91420,Jacqueline,Suppi,"(91420,Jacqueline,Suppi,Sales)"
91429,Shaunak,Pollock,"(91429,Shaunak,Pollock,Sales)"
91452,Nevio,Flasterstein,"(91452,Nevio,Flasterstein,Sales)"
91475,Pranay,Raczkowsky,"(91475,Pranay,Raczkowsky,Sales)"
91496,Sven,Casperson,"(91496,Sven,Casperson,Sales)"
91506,Lillian,Isaac,"(91506,Lillian,Isaac,Sales)"
91517,Serif,Hofstetter,"(91517,Serif,Hofstetter,Sales)"
91521,Akeel,Murthy,"(91521,Akeel,Murthy,Sales)"
91566,Hongzue,Rohrbach,"(91566,Hongzue,Rohrbach,Sales)"
91637,Gino,Menhoudj,"(91637,Gino,Menhoudj,Sales)"
91675,Parke,Wrigley,"(91675,Parke,Wrigley,Sales)"
91774,Hugo,Pietracaprina,"(91774,Hugo,Pietracaprina,Sales)"
92063,Deniz,Olivero,"(92063,Deniz,Olivero,Sales)"
92145,Marl,Schueller,"(92145,Marl,Schueller,Sales)"
92157,Ioana,Matzel,"(92157,Ioana,Matzel,Sales)"
92323,Florina,Azuma,"(92323,Florina,Azuma,Sales)"
92415,Zorica,Lemarechal,"(92415,Zorica,Lemarechal,Sales)"
92592,Kirk,Lorho,"(92592,Kirk,Lorho,Sales)"
92802,Alair,Luks,"(92802,Alair,Luks,Sales)"
92878,Phule,Birjandi,"(92878,Phule,Birjandi,Sales)"
92898,Gil,Ghazalie,"(92898,Gil,Ghazalie,Sales)"
92965,Weiye,Salinas,"(92965,Weiye,Salinas,Sales)"
92987,Kiyotoshi,Emden,"(92987,Kiyotoshi,Emden,Sales)"
93001,Kersti,Pusterhofer,"(93001,Kersti,Pusterhofer,Sales)"
93038,Chenyi,Michaeli,"(93038,Chenyi,Michaeli,Sales)"
93080,Amstein,Heering,"(93080,Amstein,Heering,Sales)"
93130,Kwun,Neimat,"(93130,Kwun,Neimat,Sales)"
93150,Piyush,Papsdorf,"(93150,Piyush,Papsdorf,Sales)"
93161,Giao,Garrabrants,"(93161,Giao,Garrabrants,Sales)"
93197,Arie,Magliocco,"(93197,Arie,Magliocco,Sales)"
93203,Danel,Zizka,"(93203,Danel,Zizka,Sales)"
93221,Sanjit,McDermid,"(93221,Sanjit,McDermid,Sales)"
93241,Juichirou,Borstler,"(93241,Juichirou,Borstler,Sales)"
93254,Shigeo,Cichocki,"(93254,Shigeo,Cichocki,Sales)"
93321,Masako,Nivat,"(93321,Masako,Nivat,Sales)"
93329,Shirish,Anily,"(93329,Shirish,Anily,Sales)"
93344,Bernardo,Escriba,"(93344,Bernardo,Escriba,Sales)"
93357,Padma,Prochazka,"(93357,Padma,Prochazka,Sales)"
93366,Heejo,Schach,"(93366,Heejo,Schach,Sales)"
93412,Sivanarayana,Sinicrope,"(93412,Sivanarayana,Sinicrope,Sales)"
93416,Naftaly,Flowers,"(93416,Naftaly,Flowers,Sales)"
93430,Golgen,Baar,"(93430,Golgen,Baar,Sales)"
93433,Abdelkader,Tchuente,"(93433,Abdelkader,Tchuente,Sales)"
93450,Jiakeng,Kieras,"(93450,Jiakeng,Kieras,Sales)"
93520,Angel,Unni,"(93520,Angel,Unni,Sales)"
93539,Stevo,Heystek,"(93539,Stevo,Heystek,Sales)"
93551,Sanjay,Shrader,"(93551,Sanjay,Shrader,Sales)"
93576,Xuedong,Thorensen,"(93576,Xuedong,Thorensen,Sales)"
93611,Mizuhito,Gronowski,"(93611,Mizuhito,Gronowski,Sales)"
93634,Dietrich,Chelton,"(93634,Dietrich,Chelton,Sales)"
93722,Tetsurou,Kavraki,"(93722,Tetsurou,Kavraki,Sales)"
93742,Shay,Ushiama,"(93742,Shay,Ushiama,Sales)"
93763,Kazuhisa,Jullig,"(93763,Kazuhisa,Jullig,Sales)"
93928,Tomoyuki,Axelband,"(93928,Tomoyuki,Axelband,Sales)"
93932,Giap,Parveen,"(93932,Giap,Parveen,Sales)"
93938,Boutros,Veeraraghavan,"(93938,Boutros,Veeraraghavan,Sales)"
93960,Xianlong,Seghrouchni,"(93960,Xianlong,Seghrouchni,Sales)"
94008,Sumali,Itzfeldt,"(94008,Sumali,Itzfeldt,Sales)"
94042,Yonghoan,Bruckman,"(94042,Yonghoan,Bruckman,Sales)"
94164,Frazer,Naumovich,"(94164,Frazer,Naumovich,Sales)"
94172,Ronnie,Bage,"(94172,Ronnie,Bage,Sales)"
94210,Ekawit,Pouyioutas,"(94210,Ekawit,Pouyioutas,Sales)"
94287,Kiyokazu,Buchter,"(94287,Kiyokazu,Buchter,Sales)"
94332,Teiji,Sudbeck,"(94332,Teiji,Sudbeck,Sales)"
94405,Ramalingam,Escriba,"(94405,Ramalingam,Escriba,Sales)"
94410,Iara,Schieder,"(94410,Iara,Schieder,Sales)"
94425,Kersti,Nergos,"(94425,Kersti,Nergos,Sales)"
94462,Sadegh,Lukaszewicz,"(94462,Sadegh,Lukaszewicz,Sales)"
94658,Basil,Kaelbling,"(94658,Basil,Kaelbling,Sales)"
94680,Teruyuki,Baja,"(94680,Teruyuki,Baja,Sales)"
94775,Moie,Kilgore,"(94775,Moie,Kilgore,Sales)"
94833,Miyeon,Kleiser,"(94833,Miyeon,Kleiser,Sales)"
94871,Kasidit,Chenney,"(94871,Kasidit,Chenney,Sales)"
94914,Ranan,Preusig,"(94914,Ranan,Preusig,Sales)"
95281,Kensyu,Savasere,"(95281,Kensyu,Savasere,Sales)"
95317,Srinidhi,Rosis,"(95317,Srinidhi,Rosis,Sales)"
95322,Remzi,Demizu,"(95322,Remzi,Demizu,Sales)"
95346,Jouko,Heering,"(95346,Jouko,Heering,Sales)"
95362,Yonghong,Zyda,"(95362,Yonghong,Zyda,Sales)"
95405,Phillip,Ellozy,"(95405,Phillip,Ellozy,Sales)"
95428,Shuzo,Conde,"(95428,Shuzo,Conde,Sales)"
95470,Roddy,Gajiwala,"(95470,Roddy,Gajiwala,Sales)"
95505,Tsz,Cooley,"(95505,Tsz,Cooley,Sales)"
95549,Arun,Sooriamurthi,"(95549,Arun,Sooriamurthi,Sales)"
95601,Vincent,Guting,"(95601,Vincent,Guting,Sales)"
95670,Shaleah,Krybus,"(95670,Shaleah,Krybus,Sales)"
95883,Eirik,Koshiba,"(95883,Eirik,Koshiba,Sales)"
95902,Adin,Mikschl,"(95902,Adin,Mikschl,Sales)"
95943,Guozhong,Luit,"(95943,Guozhong,Luit,Sales)"
95999,Owen,Murillo,"(95999,Owen,Murillo,Sales)"
96084,Hauke,Piazza,"(96084,Hauke,Piazza,Sales)"
96109,Jasminko,Chappelet,"(96109,Jasminko,Chappelet,Sales)"
96122,Muzhong,Onuegbe,"(96122,Muzhong,Onuegbe,Sales)"
96521,Gro,Imataki,"(96521,Gro,Imataki,Sales)"
96556,Guttorm,Penn,"(96556,Guttorm,Penn,Sales)"
96562,Abdulah,Ghemri,"(96562,Abdulah,Ghemri,Sales)"
96617,Shirish,Peak,"(96617,Shirish,Peak,Sales)"
96630,Danai,Porenta,"(96630,Danai,Porenta,Sales)"
96648,Josyula,Perez,"(96648,Josyula,Perez,Sales)"
96753,Claude,Giveon,"(96753,Claude,Giveon,Sales)"
96769,Arun,Parascandalo,"(96769,Arun,Parascandalo,Sales)"
96770,Shirish,Solovay,"(96770,Shirish,Solovay,Sales)"
96902,Khalil,Ozeki,"(96902,Khalil,Ozeki,Sales)"
96907,Masamitsu,Hiraishi,"(96907,Masamitsu,Hiraishi,Sales)"
96911,Hirochika,Jeansoulin,"(96911,Hirochika,Jeansoulin,Sales)"
96958,Shaowen,Shihab,"(96958,Shaowen,Shihab,Sales)"
96989,Youpyo,Shobatake,"(96989,Youpyo,Shobatake,Sales)"
97135,Mechthild,Underwood,"(97135,Mechthild,Underwood,Sales)"
97240,Yongmin,Krogh,"(97240,Yongmin,Krogh,Sales)"
97340,Vishu,Hiyoshi,"(97340,Vishu,Hiyoshi,Sales)"
97466,Valdiodio,Marwedel,"(97466,Valdiodio,Marwedel,Sales)"
97468,Ramalingam,Barvinok,"(97468,Ramalingam,Barvinok,Sales)"
97492,Dante,Schnabel,"(97492,Dante,Schnabel,Sales)"
97523,Bikash,Suppi,"(97523,Bikash,Suppi,Sales)"
97577,Masato,Perna,"(97577,Masato,Perna,Sales)"
97648,Suvo,Kornyak,"(97648,Suvo,Kornyak,Sales)"
97677,Taegyun,Poulakidas,"(97677,Taegyun,Poulakidas,Sales)"
97695,Sreekrishna,Fendler,"(97695,Sreekrishna,Fendler,Sales)"
97723,Gou,Mapelli,"(97723,Gou,Mapelli,Sales)"
97726,Guther,Veevers,"(97726,Guther,Veevers,Sales)"
97770,Horward,Keustermans,"(97770,Horward,Keustermans,Sales)"
97781,Divine,Neimat,"(97781,Divine,Neimat,Sales)"
97848,Takanari,Unni,"(97848,Takanari,Unni,Sales)"
97870,Leah,Socorro,"(97870,Leah,Socorro,Sales)"
97885,Seshu,Edelhoff,"(97885,Seshu,Edelhoff,Sales)"
97918,Adel,Pollacia,"(97918,Adel,Pollacia,Sales)"
97938,Aiichiro,Plavsic,"(97938,Aiichiro,Plavsic,Sales)"
98017,Sachio,Gils,"(98017,Sachio,Gils,Sales)"
98018,Yongdong,Pileggi,"(98018,Yongdong,Pileggi,Sales)"
98060,Tzvetan,Speckmann,"(98060,Tzvetan,Speckmann,Sales)"
98128,Kazuhisa,Ambroszkiewicz,"(98128,Kazuhisa,Ambroszkiewicz,Sales)"
98169,Bedrich,Luft,"(98169,Bedrich,Luft,Sales)"
98183,Masami,Besselaar,"(98183,Masami,Besselaar,Sales)"
98199,Sadun,Felcyn,"(98199,Sadun,Felcyn,Sales)"
98270,Kinh,Kawashimo,"(98270,Kinh,Kawashimo,Sales)"
98307,Douadi,Leijenhorst,"(98307,Douadi,Leijenhorst,Sales)"
98377,Steve,Flanders,"(98377,Steve,Flanders,Sales)"
98485,Chiradeep,Homond,"(98485,Chiradeep,Homond,Sales)"
98663,Serenella,Segond,"(98663,Serenella,Segond,Sales)"
98697,JiYoung,Harbusch,"(98697,JiYoung,Harbusch,Sales)"
98713,Stabislas,Luit,"(98713,Stabislas,Luit,Sales)"
98753,Franziska,Murillo,"(98753,Franziska,Murillo,Sales)"
98807,Aloys,Hanratty,"(98807,Aloys,Hanratty,Sales)"
98996,Parke,Kalloufi,"(98996,Parke,Kalloufi,Sales)"
99014,Adly,Siprelle,"(99014,Adly,Siprelle,Sales)"
99023,Gill,Kusakabe,"(99023,Gill,Kusakabe,Sales)"
99050,Stevo,Krichel,"(99050,Stevo,Krichel,Sales)"
99272,Yuriy,Birge,"(99272,Yuriy,Birge,Sales)"
99307,Moto,Thibadeau,"(99307,Moto,Thibadeau,Sales)"
99400,Hitomi,Decaestecker,"(99400,Hitomi,Decaestecker,Sales)"
99431,Prodip,Kusalik,"(99431,Prodip,Kusalik,Sales)"
99438,Vidar,Prochazka,"(99438,Vidar,Prochazka,Sales)"
99443,Zita,Woycyznski,"(99443,Zita,Woycyznski,Sales)"
99451,Guenter,Riexinger,"(99451,Guenter,Riexinger,Sales)"
99481,Arnd,Akaboshi,"(99481,Arnd,Akaboshi,Sales)"
99643,Beshir,Babu,"(99643,Beshir,Babu,Sales)"
99671,Tsuneo,Leppanen,"(99671,Tsuneo,Leppanen,Sales)"
99681,Henk,Tramer,"(99681,Henk,Tramer,Sales)"
99716,Luerbio,Casperson,"(99716,Luerbio,Casperson,Sales)"
99719,Sreekrishna,Ramamoorthy,"(99719,Sreekrishna,Ramamoorthy,Sales)"
99729,Dmitri,Porenta,"(99729,Dmitri,Porenta,Sales)"
99769,Xinyu,Winter,"(99769,Xinyu,Winter,Sales)"
99966,Masali,Ferretti,"(99966,Masali,Ferretti,Sales)"
99972,Jaana,Schaaf,"(99972,Jaana,Schaaf,Sales)"
100024,Godehard,Pelz,"(100024,Godehard,Pelz,Sales)"
100042,Raimond,Turnbull,"(100042,Raimond,Turnbull,Sales)"
100142,Terresa,Isard,"(100142,Terresa,Isard,Sales)"
100274,Fei,Miyakawa,"(100274,Fei,Miyakawa,Sales)"
100279,Mingdong,Gustavson,"(100279,Mingdong,Gustavson,Sales)"
100317,Xiaopeng,Lorys,"(100317,Xiaopeng,Lorys,Sales)"
100406,Yoshinari,Coors,"(100406,Yoshinari,Coors,Sales)"
100436,Subhankar,Gini,"(100436,Subhankar,Gini,Sales)"
100444,Arno,Itzigehl,"(100444,Arno,Itzigehl,Sales)"
100486,Radhakrishnan,Maksimenko,"(100486,Radhakrishnan,Maksimenko,Sales)"
